transaction_id,invoice_id,amount,currency,date,status,ground_truth_label
ERP-0385,INV-0385,15608.00,INR,2026-08-13,POSTED,clean
ERP-0386,INV-0386,15745.00,INR,2026-08-14,POSTED,clean
ERP-0387,INV-0387,15882.00,INR,2026-08-15,POSTED,clean
ERP-0388,INV-0388,16019.00,INR,2026-08-16,POSTED,clean
ERP-0389,INV-0389,16156.00,INR,2026-08-17,POSTED,clean
ERP-0390,INV-0390,16293.00,INR,2026-08-18,POSTED,clean
ERP-0391,INV-0391,16430.00,INR,2026-08-19,POSTED,clean
ERP-0392,INV-0392,16567.00,INR,2026-08-20,POSTED,clean
ERP-0393,INV-0393,16704.00,INR,2026-08-21,POSTED,clean
ERP-0394,INV-0394,16841.00,INR,2026-08-22,POSTED,clean
ERP-0395,INV-0395,16978.00,INR,2026-08-23,POSTED,clean
ERP-0396,INV-0396,17115.00,INR,2026-08-24,POSTED,clean
ERP-0397,INV-0397,17252.00,INR,2026-08-25,POSTED,clean
ERP-0398,INV-0398,17389.00,INR,2026-08-26,POSTED,clean
ERP-0399,INV-0399,17526.00,INR,2026-08-27,POSTED,clean
ERP-0400,INV-0400,17663.00,INR,2026-08-28,POSTED,clean
ERP-0401,INV-0401,17800.00,INR,2026-08-29,POSTED,clean
ERP-0402,INV-0402,17937.00,INR,2026-08-30,POSTED,clean
ERP-0403,INV-0403,18074.00,INR,2026-08-31,POSTED,clean
ERP-0404,INV-0404,18211.00,INR,2026-08-01,POSTED,clean
ERP-0405,INV-0405,18348.00,INR,2026-08-02,POSTED,clean
ERP-0406,INV-0406,18485.00,INR,2026-08-03,POSTED,clean
ERP-0407,INV-0407,18622.00,INR,2026-08-04,POSTED,clean
ERP-0408,INV-0408,18759.00,INR,2026-08-05,POSTED,clean
ERP-0409,INV-0409,18896.00,INR,2026-08-06,POSTED,clean
ERP-0410,INV-0410,19033.00,INR,2026-08-07,POSTED,clean
ERP-0411,INV-0411,19170.00,INR,2026-08-08,POSTED,clean
ERP-0412,INV-0412,19307.00,INR,2026-08-09,POSTED,clean
ERP-0413,INV-0413,19444.00,INR,2026-08-10,POSTED,clean
ERP-0414,INV-0414,19581.00,INR,2026-08-11,POSTED,clean
ERP-0415,INV-0415,19718.00,INR,2026-08-12,POSTED,clean
ERP-0416,INV-0416,19855.00,INR,2026-08-13,POSTED,clean
ERP-0417,INV-0417,19992.00,INR,2026-08-14,POSTED,clean
ERP-0418,INV-0418,1129.00,INR,2026-08-15,POSTED,clean
ERP-0419,INV-0419,1266.00,INR,2026-08-16,POSTED,clean
ERP-0420,INV-0420,1403.00,INR,2026-08-17,POSTED,clean
ERP-0421,INV-0421,1540.00,INR,2026-08-18,POSTED,clean
ERP-0422,INV-0422,1677.00,INR,2026-08-19,POSTED,clean
ERP-0423,INV-0423,1814.00,INR,2026-08-20,POSTED,clean
ERP-0424,INV-0424,1951.00,INR,2026-08-21,POSTED,clean
ERP-0425,INV-0425,2088.00,INR,2026-08-22,POSTED,clean
ERP-0426,INV-0426,2225.00,INR,2026-08-23,POSTED,clean
ERP-0427,INV-0427,2362.00,INR,2026-08-24,POSTED,clean
ERP-0428,INV-0428,2499.00,INR,2026-08-25,POSTED,clean
ERP-0429,INV-0429,2636.00,INR,2026-08-26,POSTED,clean
ERP-0430,INV-0430,2773.00,INR,2026-08-27,POSTED,clean
ERP-0431,INV-0431,2910.00,INR,2026-08-28,POSTED,clean
ERP-0432,INV-0432,3047.00,INR,2026-08-29,POSTED,clean
ERP-0433,INV-0433,3184.00,INR,2026-08-30,POSTED,clean
ERP-0434,INV-0434,3321.00,INR,2026-08-31,POSTED,clean
ERP-0435,INV-0435,3458.00,INR,2026-08-01,POSTED,clean
ERP-0436,INV-0436,3595.00,INR,2026-08-02,POSTED,clean
ERP-0437,INV-0437,3732.00,INR,2026-08-03,POSTED,clean
ERP-0438,INV-0438,3869.00,INR,2026-08-04,POSTED,clean
ERP-0439,INV-0439,4006.00,INR,2026-08-05,POSTED,clean
ERP-0440,INV-0440,4143.00,INR,2026-08-06,POSTED,clean
ERP-0441,INV-0441,4280.00,INR,2026-08-07,POSTED,clean
ERP-0442,INV-0442,4417.00,INR,2026-08-08,POSTED,clean
ERP-0443,INV-0443,4554.00,INR,2026-08-09,POSTED,clean
ERP-0444,INV-0444,4691.00,INR,2026-08-10,POSTED,clean
ERP-0445,INV-0445,4828.00,INR,2026-08-11,POSTED,clean
ERP-0446,INV-0446,4965.00,INR,2026-08-12,POSTED,clean
ERP-0447,INV-0447,5102.00,INR,2026-08-13,POSTED,clean
ERP-0448,INV-0448,5239.00,INR,2026-08-14,POSTED,clean
ERP-0449,INV-0449,5376.00,INR,2026-08-15,POSTED,clean
ERP-0450,INV-0450,5513.00,INR,2026-08-16,POSTED,clean
ERP-0451,INV-0451,5650.00,INR,2026-08-17,POSTED,clean
ERP-0452,INV-0452,5787.00,INR,2026-08-18,POSTED,clean
ERP-0453,INV-0453,5924.00,INR,2026-08-19,POSTED,clean
ERP-0454,INV-0454,6061.00,INR,2026-08-20,POSTED,clean
ERP-0455,INV-0455,6198.00,INR,2026-08-21,POSTED,clean
ERP-0456,INV-0456,6335.00,INR,2026-08-22,POSTED,clean
ERP-0457,INV-0457,6472.00,INR,2026-08-23,POSTED,clean
ERP-0458,INV-0458,6609.00,INR,2026-08-24,POSTED,clean
ERP-0459,INV-0459,6746.00,INR,2026-08-25,POSTED,clean
ERP-0460,INV-0460,6883.00,INR,2026-08-26,POSTED,clean
ERP-0461,INV-0461,7020.00,INR,2026-08-27,POSTED,clean
ERP-0462,INV-0462,7157.00,INR,2026-08-28,POSTED,clean
ERP-0463,INV-0463,7294.00,INR,2026-08-29,POSTED,clean
ERP-0464,INV-0464,7431.00,INR,2026-08-30,POSTED,clean
ERP-0465,INV-0465,7568.00,INR,2026-08-31,POSTED,clean
ERP-0466,INV-0466,7705.00,INR,2026-08-01,POSTED,clean
ERP-0467,INV-0467,7842.00,INR,2026-08-02,POSTED,clean
ERP-0468,INV-0468,7979.00,INR,2026-08-03,POSTED,clean
ERP-0469,INV-0469,8116.00,INR,2026-08-04,POSTED,clean
ERP-0470,INV-0470,8253.00,INR,2026-08-05,POSTED,clean
ERP-0471,INV-0471,8390.00,INR,2026-08-06,POSTED,clean
ERP-0472,INV-0472,8527.00,INR,2026-08-07,POSTED,clean
ERP-0473,INV-0473,8664.00,INR,2026-08-08,POSTED,clean
ERP-0474,INV-0474,8801.00,INR,2026-08-09,POSTED,clean
ERP-0475,INV-0475,8938.00,INR,2026-08-10,POSTED,clean
ERP-0476,INV-0476,9075.00,INR,2026-08-11,POSTED,clean
ERP-0477,INV-0477,9212.00,INR,2026-08-12,POSTED,clean
ERP-0478,INV-0478,9349.00,INR,2026-08-13,POSTED,clean
ERP-0479,INV-0479,9486.00,INR,2026-08-14,POSTED,clean
ERP-0480,INV-0480,9623.00,INR,2026-08-15,POSTED,clean
ERP-0481,INV-0481,9760.00,INR,2026-08-16,POSTED,clean
ERP-0482,INV-0482,9897.00,INR,2026-08-17,POSTED,clean
ERP-0483,INV-0483,10034.00,INR,2026-08-18,POSTED,clean
ERP-0484,INV-0484,10171.00,INR,2026-08-19,POSTED,clean
ERP-0485,INV-0485,10308.00,INR,2026-08-20,POSTED,clean
ERP-0486,INV-0486,10445.00,INR,2026-08-21,POSTED,clean
ERP-0487,INV-0487,10582.00,INR,2026-08-22,POSTED,clean
ERP-0488,INV-0488,10719.00,INR,2026-08-23,POSTED,clean
ERP-0489,INV-0489,10856.00,INR,2026-08-24,POSTED,clean
ERP-0490,INV-0490,10993.00,INR,2026-08-25,POSTED,clean
ERP-0491,INV-0491,11130.00,INR,2026-08-26,POSTED,clean
ERP-0492,INV-0492,11267.00,INR,2026-08-27,POSTED,clean
ERP-0493,INV-0493,11404.00,INR,2026-08-28,POSTED,clean
ERP-0494,INV-0494,11541.00,INR,2026-08-29,POSTED,clean
ERP-0495,INV-0495,11678.00,INR,2026-08-30,POSTED,clean
ERP-0496,INV-0496,11815.00,INR,2026-08-31,POSTED,clean
ERP-0497,INV-0497,11952.00,INR,2026-08-01,POSTED,clean
ERP-0498,INV-0498,12089.00,INR,2026-08-02,POSTED,clean
ERP-0499,INV-0499,12226.00,INR,2026-08-03,POSTED,clean
ERP-0500,INV-0500,12363.00,INR,2026-08-04,POSTED,clean
ERP-0501,INV-0501,12500.00,INR,2026-08-05,POSTED,clean
ERP-0502,INV-0502,12637.00,INR,2026-08-06,POSTED,clean
ERP-0503,INV-0503,12774.00,INR,2026-08-07,POSTED,clean
ERP-0504,INV-0504,12911.00,INR,2026-08-08,POSTED,clean
ERP-0505,INV-0505,13048.00,INR,2026-08-09,POSTED,gateway_fee
ERP-0506,INV-0506,13185.00,INR,2026-08-10,POSTED,refund
ERP-0507,INV-0507,13322.00,INR,2026-08-11,POSTED,timing_difference
ERP-0508,INV-0508,13459.00,INR,2026-08-12,POSTED,ambiguous
ERP-0509,INV-0509,13596.00,INR,2026-08-13,POSTED,unknown_other
ERP-0510,INV-0510,13733.00,INR,2026-08-14,POSTED,gateway_fee
ERP-0511,INV-0511,13870.00,INR,2026-08-15,POSTED,refund
ERP-0512,INV-0512,14007.00,INR,2026-08-16,POSTED,timing_difference
ERP-0513,INV-0513,14144.00,INR,2026-08-17,POSTED,ambiguous
ERP-0514,INV-0514,14281.00,INR,2026-08-18,POSTED,unknown_other
ERP-0515,INV-0515,14418.00,INR,2026-08-19,POSTED,gateway_fee
ERP-0516,INV-0516,14555.00,INR,2026-08-20,POSTED,refund
ERP-0517,INV-0517,14692.00,INR,2026-08-21,POSTED,timing_difference
ERP-0518,INV-0518,14829.00,INR,2026-08-22,POSTED,ambiguous
ERP-0519,INV-0519,14966.00,INR,2026-08-23,POSTED,unknown_other
ERP-0520,INV-0520,15103.00,INR,2026-08-24,POSTED,gateway_fee
ERP-0521,INV-0521,15240.00,INR,2026-08-25,POSTED,refund
ERP-0522,INV-0522,15377.00,INR,2026-08-26,POSTED,timing_difference
ERP-0523,INV-0523,15514.00,INR,2026-08-27,POSTED,ambiguous
ERP-0524,INV-0524,15651.00,INR,2026-08-28,POSTED,unknown_other
ERP-0525,INV-0525,15788.00,INR,2026-08-29,POSTED,gateway_fee
ERP-0526,INV-0526,15925.00,INR,2026-08-30,POSTED,refund
ERP-0527,INV-0527,16062.00,INR,2026-08-31,POSTED,timing_difference
ERP-0528,INV-0528,16199.00,INR,2026-08-01,POSTED,ambiguous
ERP-0529,INV-0529,16336.00,INR,2026-08-02,POSTED,unknown_other
ERP-0530,INV-0530,16473.00,INR,2026-08-03,POSTED,gateway_fee
ERP-0531,INV-0531,16610.00,INR,2026-08-04,POSTED,refund
ERP-0532,INV-0532,16747.00,INR,2026-08-05,POSTED,timing_difference
ERP-0533,INV-0533,16884.00,INR,2026-08-06,POSTED,ambiguous
ERP-0534,INV-0534,17021.00,INR,2026-08-07,POSTED,unknown_other
ERP-0535,INV-0535,17158.00,INR,2026-08-08,POSTED,gateway_fee
ERP-0536,INV-0536,17295.00,INR,2026-08-09,POSTED,refund
ERP-0537,INV-0537,17432.00,INR,2026-08-10,POSTED,timing_difference
ERP-0538,INV-0538,17569.00,INR,2026-08-11,POSTED,ambiguous
ERP-0539,INV-0539,17706.00,INR,2026-08-12,POSTED,unknown_other
ERP-0540,INV-0540,17843.00,INR,2026-08-13,POSTED,gateway_fee
ERP-0541,INV-0541,17980.00,INR,2026-08-14,POSTED,refund
ERP-0542,INV-0542,18117.00,INR,2026-08-15,POSTED,timing_difference
ERP-0543,INV-0543,18254.00,INR,2026-08-16,POSTED,ambiguous
ERP-0544,INV-0544,18391.00,INR,2026-08-17,POSTED,unknown_other
ERP-0545,INV-0545,18528.00,INR,2026-08-18,POSTED,gateway_fee
ERP-0546,INV-0546,18665.00,INR,2026-08-19,POSTED,refund
ERP-0547,INV-0547,18802.00,INR,2026-08-20,POSTED,timing_difference
ERP-0548,INV-0548,18939.00,INR,2026-08-21,POSTED,ambiguous
ERP-0549,INV-0549,19076.00,INR,2026-08-22,POSTED,unknown_other
ERP-0550,INV-0550,19213.00,INR,2026-08-23,POSTED,gateway_fee
ERP-0551,INV-0551,19350.00,INR,2026-08-24,POSTED,refund
ERP-0552,INV-0552,19487.00,INR,2026-08-25,POSTED,timing_difference
ERP-0553,INV-0553,19624.00,INR,2026-08-26,POSTED,ambiguous
ERP-0554,INV-0554,19761.00,INR,2026-08-27,POSTED,unknown_other
ERP-0555,INV-0555,19898.00,INR,2026-08-28,POSTED,gateway_fee
ERP-0556,INV-0556,1035.00,INR,2026-08-29,POSTED,refund
ERP-0557,INV-0557,1172.00,INR,2026-08-30,POSTED,timing_difference
ERP-0558,INV-0558,1309.00,INR,2026-08-31,POSTED,ambiguous
ERP-0559,INV-0559,1446.00,INR,2026-08-01,POSTED,unknown_other
ERP-0560,INV-0560,1583.00,INR,2026-08-02,POSTED,gateway_fee
ERP-0561,INV-0561,1720.00,INR,2026-08-03,POSTED,refund
ERP-0562,INV-0562,1857.00,INR,2026-08-04,POSTED,timing_difference
ERP-0563,INV-0563,1994.00,INR,2026-08-05,POSTED,ambiguous
ERP-0564,INV-0564,2131.00,INR,2026-08-06,POSTED,unknown_other
ERP-0565,INV-0565,2268.00,INR,2026-08-07,POSTED,gateway_fee
ERP-0566,INV-0566,2405.00,INR,2026-08-08,POSTED,refund
ERP-0567,INV-0567,2542.00,INR,2026-08-09,POSTED,timing_difference
ERP-0568,INV-0568,2679.00,INR,2026-08-10,POSTED,ambiguous
ERP-0569,INV-0569,2816.00,INR,2026-08-11,POSTED,unknown_other
ERP-0570,INV-0570,2953.00,INR,2026-08-12,POSTED,gateway_fee
ERP-0571,INV-0571,3090.00,INR,2026-08-13,POSTED,refund
ERP-0572,INV-0572,3227.00,INR,2026-08-14,POSTED,timing_difference
ERP-0573,INV-0573,3364.00,INR,2026-08-15,POSTED,ambiguous
ERP-0574,INV-0574,3501.00,INR,2026-08-16,POSTED,unknown_other
ERP-0575,INV-0575,3638.00,INR,2026-08-17,POSTED,gateway_fee
ERP-0576,INV-0576,3775.00,INR,2026-08-18,POSTED,refund
ERP-0577,INV-0577,3912.00,INR,2026-08-19,POSTED,timing_difference
ERP-0578,INV-0578,4049.00,INR,2026-08-20,POSTED,ambiguous
ERP-0579,INV-0579,4186.00,INR,2026-08-21,POSTED,unknown_other
ERP-0580,INV-0580,4323.00,INR,2026-08-22,POSTED,gateway_fee
ERP-0581,INV-0581,4460.00,INR,2026-08-23,POSTED,refund
ERP-0582,INV-0582,4597.00,INR,2026-08-24,POSTED,timing_difference
ERP-0583,INV-0583,4734.00,INR,2026-08-25,POSTED,ambiguous
ERP-0584,INV-0584,4871.00,INR,2026-08-26,POSTED,unknown_other
ERP-0585,INV-0585,5008.00,INR,2026-08-27,POSTED,gateway_fee
ERP-0586,INV-0586,5145.00,INR,2026-08-28,POSTED,refund
ERP-0587,INV-0587,5282.00,INR,2026-08-29,POSTED,timing_difference
ERP-0588,INV-0588,5419.00,INR,2026-08-30,POSTED,ambiguous
ERP-0589,INV-0589,5556.00,INR,2026-08-31,POSTED,unknown_other
ERP-0590,INV-0590,5693.00,INR,2026-08-01,POSTED,gateway_fee
ERP-0591,INV-0591,5830.00,INR,2026-08-02,POSTED,refund
ERP-0592,INV-0592,5967.00,INR,2026-08-03,POSTED,timing_difference
ERP-0593,INV-0593,6104.00,INR,2026-08-04,POSTED,ambiguous
ERP-0594,INV-0594,6241.00,INR,2026-08-05,POSTED,unknown_other
ERP-0595,INV-0595,6378.00,INR,2026-08-06,POSTED,gateway_fee
ERP-0596,INV-0596,6515.00,INR,2026-08-07,POSTED,refund
ERP-0597,INV-0597,6652.00,INR,2026-08-08,POSTED,timing_difference
ERP-0598,INV-0598,6789.00,INR,2026-08-09,POSTED,ambiguous
ERP-0599,INV-0599,6926.00,INR,2026-08-10,POSTED,unknown_other
ERP-0600,INV-0600,7063.00,INR,2026-08-11,POSTED,gateway_fee
