transaction_id,settlement_id,amount,settled_amount,currency,date,settlement_date,status,ground_truth_label
BANK-0283,SET-0283,1634.00,1634.00,INR,2026-08-04,2026-08-06,SETTLED,clean
BANK-0284,SET-0284,1771.00,1771.00,INR,2026-08-05,2026-08-07,SETTLED,clean
BANK-0285,SET-0285,1908.00,1908.00,INR,2026-08-06,2026-08-08,SETTLED,clean
BANK-0286,SET-0286,2045.00,2045.00,INR,2026-08-07,2026-08-09,SETTLED,clean
BANK-0287,SET-0287,2182.00,2182.00,INR,2026-08-08,2026-08-10,SETTLED,clean
BANK-0288,SET-0288,2319.00,2319.00,INR,2026-08-09,2026-08-11,SETTLED,clean
BANK-0289,SET-0289,2456.00,2456.00,INR,2026-08-10,2026-08-12,SETTLED,clean
BANK-0290,SET-0290,2593.00,2593.00,INR,2026-08-11,2026-08-13,SETTLED,clean
BANK-0291,SET-0291,2730.00,2730.00,INR,2026-08-12,2026-08-14,SETTLED,clean
BANK-0292,SET-0292,2867.00,2867.00,INR,2026-08-13,2026-08-15,SETTLED,clean
BANK-0293,SET-0293,3004.00,3004.00,INR,2026-08-14,2026-08-16,SETTLED,clean
BANK-0294,SET-0294,3141.00,3141.00,INR,2026-08-15,2026-08-17,SETTLED,clean
BANK-0295,SET-0295,3278.00,3278.00,INR,2026-08-16,2026-08-18,SETTLED,clean
BANK-0296,SET-0296,3415.00,3415.00,INR,2026-08-17,2026-08-19,SETTLED,clean
BANK-0297,SET-0297,3552.00,3552.00,INR,2026-08-18,2026-08-20,SETTLED,clean
BANK-0298,SET-0298,3689.00,3689.00,INR,2026-08-19,2026-08-21,SETTLED,clean
BANK-0299,SET-0299,3826.00,3826.00,INR,2026-08-20,2026-08-22,SETTLED,clean
BANK-0300,SET-0300,3963.00,3963.00,INR,2026-08-21,2026-08-23,SETTLED,clean
BANK-0301,SET-0301,4100.00,4100.00,INR,2026-08-22,2026-08-24,SETTLED,clean
BANK-0302,SET-0302,4237.00,4237.00,INR,2026-08-23,2026-08-25,SETTLED,clean
BANK-0303,SET-0303,4374.00,4374.00,INR,2026-08-24,2026-08-26,SETTLED,clean
BANK-0304,SET-0304,4511.00,4511.00,INR,2026-08-25,2026-08-27,SETTLED,clean
BANK-0305,SET-0305,4648.00,4648.00,INR,2026-08-26,2026-08-28,SETTLED,clean
BANK-0306,SET-0306,4785.00,4785.00,INR,2026-08-27,2026-08-29,SETTLED,clean
BANK-0307,SET-0307,4922.00,4922.00,INR,2026-08-28,2026-08-30,SETTLED,clean
BANK-0308,SET-0308,5059.00,5059.00,INR,2026-08-29,2026-08-31,SETTLED,clean
BANK-0309,SET-0309,5196.00,5196.00,INR,2026-08-30,2026-09-01,SETTLED,clean
BANK-0310,SET-0310,5333.00,5333.00,INR,2026-08-31,2026-09-02,SETTLED,clean
BANK-0311,SET-0311,5470.00,5470.00,INR,2026-08-01,2026-08-03,SETTLED,clean
BANK-0312,SET-0312,5607.00,5607.00,INR,2026-08-02,2026-08-04,SETTLED,clean
BANK-0313,SET-0313,5744.00,5744.00,INR,2026-08-03,2026-08-05,SETTLED,clean
BANK-0314,SET-0314,5881.00,5881.00,INR,2026-08-04,2026-08-06,SETTLED,clean
BANK-0315,SET-0315,6018.00,6018.00,INR,2026-08-05,2026-08-07,SETTLED,clean
BANK-0316,SET-0316,6155.00,6155.00,INR,2026-08-06,2026-08-08,SETTLED,clean
BANK-0317,SET-0317,6292.00,6292.00,INR,2026-08-07,2026-08-09,SETTLED,clean
BANK-0318,SET-0318,6429.00,6429.00,INR,2026-08-08,2026-08-10,SETTLED,clean
BANK-0319,SET-0319,6566.00,6566.00,INR,2026-08-09,2026-08-11,SETTLED,clean
BANK-0320,SET-0320,6703.00,6703.00,INR,2026-08-10,2026-08-12,SETTLED,clean
BANK-0321,SET-0321,6840.00,6840.00,INR,2026-08-11,2026-08-13,SETTLED,clean
BANK-0322,SET-0322,6977.00,6977.00,INR,2026-08-12,2026-08-14,SETTLED,clean
BANK-0323,SET-0323,7114.00,7114.00,INR,2026-08-13,2026-08-15,SETTLED,clean
BANK-0324,SET-0324,7251.00,7251.00,INR,2026-08-14,2026-08-16,SETTLED,clean
BANK-0325,SET-0325,7388.00,7388.00,INR,2026-08-15,2026-08-17,SETTLED,clean
BANK-0326,SET-0326,7525.00,7525.00,INR,2026-08-16,2026-08-18,SETTLED,clean
BANK-0327,SET-0327,7662.00,7662.00,INR,2026-08-17,2026-08-19,SETTLED,clean
BANK-0328,SET-0328,7799.00,7799.00,INR,2026-08-18,2026-08-20,SETTLED,clean
BANK-0329,SET-0329,7936.00,7936.00,INR,2026-08-19,2026-08-21,SETTLED,clean
BANK-0330,SET-0330,8073.00,8073.00,INR,2026-08-20,2026-08-22,SETTLED,clean
BANK-0331,SET-0331,8210.00,8210.00,INR,2026-08-21,2026-08-23,SETTLED,clean
BANK-0332,SET-0332,8347.00,8347.00,INR,2026-08-22,2026-08-24,SETTLED,clean
BANK-0333,SET-0333,8484.00,8484.00,INR,2026-08-23,2026-08-25,SETTLED,clean
BANK-0334,SET-0334,8621.00,8621.00,INR,2026-08-24,2026-08-26,SETTLED,clean
BANK-0335,SET-0335,8758.00,8758.00,INR,2026-08-25,2026-08-27,SETTLED,clean
BANK-0336,SET-0336,8895.00,8895.00,INR,2026-08-26,2026-08-28,SETTLED,clean
BANK-0337,SET-0337,9032.00,9032.00,INR,2026-08-27,2026-08-29,SETTLED,clean
BANK-0338,SET-0338,9169.00,9169.00,INR,2026-08-28,2026-08-30,SETTLED,clean
BANK-0339,SET-0339,9306.00,9306.00,INR,2026-08-29,2026-08-31,SETTLED,clean
BANK-0340,SET-0340,9443.00,9443.00,INR,2026-08-30,2026-09-01,SETTLED,clean
BANK-0341,SET-0341,9580.00,9580.00,INR,2026-08-31,2026-09-02,SETTLED,clean
BANK-0342,SET-0342,9717.00,9717.00,INR,2026-08-01,2026-08-03,SETTLED,clean
BANK-0343,SET-0343,9854.00,9854.00,INR,2026-08-02,2026-08-04,SETTLED,clean
BANK-0344,SET-0344,9991.00,9991.00,INR,2026-08-03,2026-08-05,SETTLED,clean
BANK-0345,SET-0345,10128.00,10128.00,INR,2026-08-04,2026-08-06,SETTLED,clean
BANK-0346,SET-0346,10265.00,10265.00,INR,2026-08-05,2026-08-07,SETTLED,clean
BANK-0347,SET-0347,10402.00,10402.00,INR,2026-08-06,2026-08-08,SETTLED,clean
BANK-0348,SET-0348,10539.00,10539.00,INR,2026-08-07,2026-08-09,SETTLED,clean
BANK-0349,SET-0349,10676.00,10676.00,INR,2026-08-08,2026-08-10,SETTLED,clean
BANK-0350,SET-0350,10813.00,10813.00,INR,2026-08-09,2026-08-11,SETTLED,clean
BANK-0351,SET-0351,10950.00,10950.00,INR,2026-08-10,2026-08-12,SETTLED,clean
BANK-0352,SET-0352,11087.00,11087.00,INR,2026-08-11,2026-08-13,SETTLED,clean
BANK-0353,SET-0353,11224.00,11224.00,INR,2026-08-12,2026-08-14,SETTLED,clean
BANK-0354,SET-0354,11361.00,11361.00,INR,2026-08-13,2026-08-15,SETTLED,clean
BANK-0355,SET-0355,11498.00,11498.00,INR,2026-08-14,2026-08-16,SETTLED,clean
BANK-0356,SET-0356,11635.00,11635.00,INR,2026-08-15,2026-08-17,SETTLED,clean
BANK-0357,SET-0357,11772.00,11772.00,INR,2026-08-16,2026-08-18,SETTLED,clean
BANK-0358,SET-0358,11909.00,11909.00,INR,2026-08-17,2026-08-19,SETTLED,clean
BANK-0359,SET-0359,12046.00,12046.00,INR,2026-08-18,2026-08-20,SETTLED,clean
BANK-0360,SET-0360,12183.00,12183.00,INR,2026-08-19,2026-08-21,SETTLED,clean
BANK-0361,SET-0361,12320.00,12320.00,INR,2026-08-20,2026-08-22,SETTLED,clean
BANK-0362,SET-0362,12457.00,12457.00,INR,2026-08-21,2026-08-23,SETTLED,clean
BANK-0363,SET-0363,12594.00,12594.00,INR,2026-08-22,2026-08-24,SETTLED,clean
BANK-0364,SET-0364,12731.00,12731.00,INR,2026-08-23,2026-08-25,SETTLED,clean
BANK-0365,SET-0365,12868.00,12868.00,INR,2026-08-24,2026-08-26,SETTLED,clean
BANK-0366,SET-0366,13005.00,13005.00,INR,2026-08-25,2026-08-27,SETTLED,clean
BANK-0367,SET-0367,13142.00,13142.00,INR,2026-08-26,2026-08-28,SETTLED,clean
BANK-0368,SET-0368,13279.00,13279.00,INR,2026-08-27,2026-08-29,SETTLED,clean
BANK-0369,SET-0369,13416.00,13416.00,INR,2026-08-28,2026-08-30,SETTLED,clean
BANK-0370,SET-0370,13553.00,13553.00,INR,2026-08-29,2026-08-31,SETTLED,clean
BANK-0371,SET-0371,13690.00,13690.00,INR,2026-08-30,2026-09-01,SETTLED,clean
BANK-0372,SET-0372,13827.00,13827.00,INR,2026-08-31,2026-09-02,SETTLED,clean
BANK-0373,SET-0373,13964.00,13964.00,INR,2026-08-01,2026-08-03,SETTLED,clean
BANK-0374,SET-0374,14101.00,14101.00,INR,2026-08-02,2026-08-04,SETTLED,clean
BANK-0375,SET-0375,14238.00,14238.00,INR,2026-08-03,2026-08-05,SETTLED,clean
BANK-0376,SET-0376,14375.00,14375.00,INR,2026-08-04,2026-08-06,SETTLED,clean
BANK-0377,SET-0377,14512.00,14512.00,INR,2026-08-05,2026-08-07,SETTLED,clean
BANK-0378,SET-0378,14649.00,14649.00,INR,2026-08-06,2026-08-08,SETTLED,clean
BANK-0379,SET-0379,14786.00,14786.00,INR,2026-08-07,2026-08-09,SETTLED,clean
BANK-0380,SET-0380,14923.00,14923.00,INR,2026-08-08,2026-08-10,SETTLED,clean
BANK-0381,SET-0381,15060.00,15060.00,INR,2026-08-09,2026-08-11,SETTLED,clean
BANK-0382,SET-0382,15197.00,15197.00,INR,2026-08-10,2026-08-12,SETTLED,clean
BANK-0383,SET-0383,15334.00,15334.00,INR,2026-08-11,2026-08-13,SETTLED,clean
BANK-0384,SET-0384,15471.00,15471.00,INR,2026-08-12,2026-08-14,SETTLED,clean
BANK-0385,SET-0385,15608.00,15608.00,INR,2026-08-13,2026-08-15,SETTLED,clean
BANK-0386,SET-0386,15745.00,15745.00,INR,2026-08-14,2026-08-16,SETTLED,clean
BANK-0387,SET-0387,15882.00,15882.00,INR,2026-08-15,2026-08-17,SETTLED,clean
BANK-0388,SET-0388,16019.00,16019.00,INR,2026-08-16,2026-08-18,SETTLED,clean
BANK-0389,SET-0389,16156.00,16156.00,INR,2026-08-17,2026-08-19,SETTLED,clean
BANK-0390,SET-0390,16293.00,16293.00,INR,2026-08-18,2026-08-20,SETTLED,clean
BANK-0391,SET-0391,16430.00,16430.00,INR,2026-08-19,2026-08-21,SETTLED,clean
BANK-0392,SET-0392,16567.00,16567.00,INR,2026-08-20,2026-08-22,SETTLED,clean
BANK-0393,SET-0393,16704.00,16704.00,INR,2026-08-21,2026-08-23,SETTLED,clean
BANK-0394,SET-0394,16841.00,16841.00,INR,2026-08-22,2026-08-24,SETTLED,clean
BANK-0395,SET-0395,16978.00,16978.00,INR,2026-08-23,2026-08-25,SETTLED,clean
BANK-0396,SET-0396,17115.00,17115.00,INR,2026-08-24,2026-08-26,SETTLED,clean
BANK-0397,SET-0397,17252.00,17252.00,INR,2026-08-25,2026-08-27,SETTLED,clean
BANK-0398,SET-0398,17389.00,17389.00,INR,2026-08-26,2026-08-28,SETTLED,clean
BANK-0399,SET-0399,17526.00,17526.00,INR,2026-08-27,2026-08-29,SETTLED,clean
BANK-0400,SET-0400,17663.00,17663.00,INR,2026-08-28,2026-08-30,SETTLED,clean
BANK-0401,SET-0401,17800.00,17800.00,INR,2026-08-29,2026-08-31,SETTLED,clean
BANK-0402,SET-0402,17937.00,17937.00,INR,2026-08-30,2026-09-01,SETTLED,clean
BANK-0403,SET-0403,18074.00,18074.00,INR,2026-08-31,2026-09-02,SETTLED,clean
BANK-0404,SET-0404,18211.00,18211.00,INR,2026-08-01,2026-08-03,SETTLED,clean
BANK-0405,SET-0405,18348.00,18348.00,INR,2026-08-02,2026-08-04,SETTLED,clean
BANK-0406,SET-0406,18485.00,18485.00,INR,2026-08-03,2026-08-05,SETTLED,clean
BANK-0407,SET-0407,18622.00,18622.00,INR,2026-08-04,2026-08-06,SETTLED,clean
BANK-0408,SET-0408,18759.00,18759.00,INR,2026-08-05,2026-08-07,SETTLED,clean
BANK-0409,SET-0409,18896.00,18896.00,INR,2026-08-06,2026-08-08,SETTLED,clean
BANK-0410,SET-0410,19033.00,19033.00,INR,2026-08-07,2026-08-09,SETTLED,clean
BANK-0411,SET-0411,19170.00,19170.00,INR,2026-08-08,2026-08-10,SETTLED,clean
BANK-0412,SET-0412,19307.00,19307.00,INR,2026-08-09,2026-08-11,SETTLED,clean
BANK-0413,SET-0413,19444.00,19444.00,INR,2026-08-10,2026-08-12,SETTLED,clean
BANK-0414,SET-0414,19581.00,19581.00,INR,2026-08-11,2026-08-13,SETTLED,clean
BANK-0415,SET-0415,19718.00,19718.00,INR,2026-08-12,2026-08-14,SETTLED,clean
BANK-0416,SET-0416,19855.00,19855.00,INR,2026-08-13,2026-08-15,SETTLED,clean
BANK-0417,SET-0417,19992.00,19992.00,INR,2026-08-14,2026-08-16,SETTLED,clean
BANK-0418,SET-0418,1129.00,1129.00,INR,2026-08-15,2026-08-17,SETTLED,clean
BANK-0419,SET-0419,1266.00,1266.00,INR,2026-08-16,2026-08-18,SETTLED,clean
BANK-0420,SET-0420,1403.00,1403.00,INR,2026-08-17,2026-08-19,SETTLED,clean
BANK-0421,SET-0421,1540.00,1540.00,INR,2026-08-18,2026-08-20,SETTLED,clean
BANK-0422,SET-0422,1677.00,1677.00,INR,2026-08-19,2026-08-21,SETTLED,clean
BANK-0423,SET-0423,1814.00,1814.00,INR,2026-08-20,2026-08-22,SETTLED,clean
BANK-0424,SET-0424,1951.00,1951.00,INR,2026-08-21,2026-08-23,SETTLED,clean
BANK-0425,SET-0425,2088.00,2088.00,INR,2026-08-22,2026-08-24,SETTLED,clean
BANK-0426,SET-0426,2225.00,2225.00,INR,2026-08-23,2026-08-25,SETTLED,clean
BANK-0427,SET-0427,2362.00,2362.00,INR,2026-08-24,2026-08-26,SETTLED,clean
BANK-0428,SET-0428,2499.00,2499.00,INR,2026-08-25,2026-08-27,SETTLED,clean
BANK-0429,SET-0429,2636.00,2636.00,INR,2026-08-26,2026-08-28,SETTLED,clean
BANK-0430,SET-0430,2773.00,2773.00,INR,2026-08-27,2026-08-29,SETTLED,clean
BANK-0431,SET-0431,2910.00,2910.00,INR,2026-08-28,2026-08-30,SETTLED,clean
BANK-0432,SET-0432,3047.00,3047.00,INR,2026-08-29,2026-08-31,SETTLED,clean
BANK-0433,SET-0433,3184.00,3184.00,INR,2026-08-30,2026-09-01,SETTLED,clean
BANK-0434,SET-0434,3321.00,3321.00,INR,2026-08-31,2026-09-02,SETTLED,clean
BANK-0435,SET-0435,3458.00,3458.00,INR,2026-08-01,2026-08-03,SETTLED,clean
BANK-0436,SET-0436,3595.00,3595.00,INR,2026-08-02,2026-08-04,SETTLED,clean
BANK-0437,SET-0437,3732.00,3732.00,INR,2026-08-03,2026-08-05,SETTLED,clean
BANK-0438,SET-0438,3869.00,3869.00,INR,2026-08-04,2026-08-06,SETTLED,clean
BANK-0439,SET-0439,4006.00,4006.00,INR,2026-08-05,2026-08-07,SETTLED,clean
BANK-0440,SET-0440,4143.00,4143.00,INR,2026-08-06,2026-08-08,SETTLED,clean
BANK-0441,SET-0441,4280.00,4280.00,INR,2026-08-07,2026-08-09,SETTLED,clean
BANK-0442,SET-0442,4417.00,4417.00,INR,2026-08-08,2026-08-10,SETTLED,clean
BANK-0443,SET-0443,4554.00,4554.00,INR,2026-08-09,2026-08-11,SETTLED,clean
BANK-0444,SET-0444,4691.00,4691.00,INR,2026-08-10,2026-08-12,SETTLED,clean
BANK-0445,SET-0445,4828.00,4828.00,INR,2026-08-11,2026-08-13,SETTLED,clean
BANK-0446,SET-0446,4965.00,4965.00,INR,2026-08-12,2026-08-14,SETTLED,clean
BANK-0447,SET-0447,5102.00,5102.00,INR,2026-08-13,2026-08-15,SETTLED,clean
BANK-0448,SET-0448,5239.00,5239.00,INR,2026-08-14,2026-08-16,SETTLED,clean
BANK-0449,SET-0449,5376.00,5376.00,INR,2026-08-15,2026-08-17,SETTLED,clean
BANK-0450,SET-0450,5513.00,5513.00,INR,2026-08-16,2026-08-18,SETTLED,clean
BANK-0451,SET-0451,5650.00,5650.00,INR,2026-08-17,2026-08-19,SETTLED,clean
BANK-0452,SET-0452,5787.00,5787.00,INR,2026-08-18,2026-08-20,SETTLED,clean
BANK-0453,SET-0453,5924.00,5924.00,INR,2026-08-19,2026-08-21,SETTLED,clean
BANK-0454,SET-0454,6061.00,6061.00,INR,2026-08-20,2026-08-22,SETTLED,clean
BANK-0455,SET-0455,6198.00,6198.00,INR,2026-08-21,2026-08-23,SETTLED,clean
BANK-0456,SET-0456,6335.00,6335.00,INR,2026-08-22,2026-08-24,SETTLED,clean
BANK-0457,SET-0457,6472.00,6472.00,INR,2026-08-23,2026-08-25,SETTLED,clean
BANK-0458,SET-0458,6609.00,6609.00,INR,2026-08-24,2026-08-26,SETTLED,clean
BANK-0459,SET-0459,6746.00,6746.00,INR,2026-08-25,2026-08-27,SETTLED,clean
BANK-0460,SET-0460,6883.00,6883.00,INR,2026-08-26,2026-08-28,SETTLED,clean
BANK-0461,SET-0461,7020.00,7020.00,INR,2026-08-27,2026-08-29,SETTLED,clean
BANK-0462,SET-0462,7157.00,7157.00,INR,2026-08-28,2026-08-30,SETTLED,clean
BANK-0463,SET-0463,7294.00,7294.00,INR,2026-08-29,2026-08-31,SETTLED,clean
BANK-0464,SET-0464,7431.00,7431.00,INR,2026-08-30,2026-09-01,SETTLED,clean
BANK-0465,SET-0465,7568.00,7568.00,INR,2026-08-31,2026-09-02,SETTLED,clean
BANK-0466,SET-0466,7705.00,7705.00,INR,2026-08-01,2026-08-03,SETTLED,clean
BANK-0467,SET-0467,7842.00,7842.00,INR,2026-08-02,2026-08-04,SETTLED,clean
BANK-0468,SET-0468,7979.00,7979.00,INR,2026-08-03,2026-08-05,SETTLED,clean
BANK-0469,SET-0469,8116.00,8116.00,INR,2026-08-04,2026-08-06,SETTLED,clean
BANK-0470,SET-0470,8253.00,8253.00,INR,2026-08-05,2026-08-07,SETTLED,clean
BANK-0471,SET-0471,8390.00,8390.00,INR,2026-08-06,2026-08-08,SETTLED,clean
BANK-0472,SET-0472,8527.00,8527.00,INR,2026-08-07,2026-08-09,SETTLED,clean
BANK-0473,SET-0473,8664.00,8664.00,INR,2026-08-08,2026-08-10,SETTLED,clean
BANK-0474,SET-0474,8801.00,8801.00,INR,2026-08-09,2026-08-11,SETTLED,clean
BANK-0475,SET-0475,8938.00,8938.00,INR,2026-08-10,2026-08-12,SETTLED,clean
BANK-0476,SET-0476,9075.00,9075.00,INR,2026-08-11,2026-08-13,SETTLED,clean
BANK-0477,SET-0477,9212.00,9212.00,INR,2026-08-12,2026-08-14,SETTLED,clean
BANK-0478,SET-0478,9349.00,9349.00,INR,2026-08-13,2026-08-15,SETTLED,clean
BANK-0479,SET-0479,9486.00,9486.00,INR,2026-08-14,2026-08-16,SETTLED,clean
BANK-0480,SET-0480,9623.00,9623.00,INR,2026-08-15,2026-08-17,SETTLED,clean
BANK-0481,SET-0481,9760.00,9760.00,INR,2026-08-16,2026-08-18,SETTLED,clean
BANK-0482,SET-0482,9897.00,9897.00,INR,2026-08-17,2026-08-19,SETTLED,clean
BANK-0483,SET-0483,10034.00,10034.00,INR,2026-08-18,2026-08-20,SETTLED,clean
BANK-0484,SET-0484,10171.00,10171.00,INR,2026-08-19,2026-08-21,SETTLED,clean
BANK-0485,SET-0485,10308.00,10308.00,INR,2026-08-20,2026-08-22,SETTLED,clean
BANK-0486,SET-0486,10445.00,10445.00,INR,2026-08-21,2026-08-23,SETTLED,clean
BANK-0487,SET-0487,10582.00,10582.00,INR,2026-08-22,2026-08-24,SETTLED,clean
BANK-0488,SET-0488,10719.00,10719.00,INR,2026-08-23,2026-08-25,SETTLED,clean
BANK-0489,SET-0489,10856.00,10856.00,INR,2026-08-24,2026-08-26,SETTLED,clean
BANK-0490,SET-0490,10993.00,10993.00,INR,2026-08-25,2026-08-27,SETTLED,clean
BANK-0491,SET-0491,11130.00,11130.00,INR,2026-08-26,2026-08-28,SETTLED,clean
BANK-0492,SET-0492,11267.00,11267.00,INR,2026-08-27,2026-08-29,SETTLED,clean
BANK-0493,SET-0493,11404.00,11404.00,INR,2026-08-28,2026-08-30,SETTLED,clean
BANK-0494,SET-0494,11541.00,11541.00,INR,2026-08-29,2026-08-31,SETTLED,clean
BANK-0495,SET-0495,11678.00,11678.00,INR,2026-08-30,2026-09-01,SETTLED,clean
BANK-0496,SET-0496,11815.00,11815.00,INR,2026-08-31,2026-09-02,SETTLED,clean
BANK-0497,SET-0497,11952.00,11952.00,INR,2026-08-01,2026-08-03,SETTLED,clean
BANK-0498,SET-0498,12089.00,12089.00,INR,2026-08-02,2026-08-04,SETTLED,clean
BANK-0499,SET-0499,12226.00,12226.00,INR,2026-08-03,2026-08-05,SETTLED,clean
BANK-0500,SET-0500,12363.00,12363.00,INR,2026-08-04,2026-08-06,SETTLED,clean
BANK-0501,SET-0501,12500.00,12500.00,INR,2026-08-05,2026-08-07,SETTLED,clean
BANK-0502,SET-0502,12637.00,12637.00,INR,2026-08-06,2026-08-08,SETTLED,clean
BANK-0503,SET-0503,12774.00,12774.00,INR,2026-08-07,2026-08-09,SETTLED,clean
BANK-0504,SET-0504,12911.00,12911.00,INR,2026-08-08,2026-08-10,SETTLED,clean
BANK-0505,SET-0505,13048.00,12656.56,INR,2026-08-09,2026-08-11,SETTLED,gateway_fee
BANK-0506,SET-0506,13185.00,9888.75,INR,2026-08-10,2026-08-12,SETTLED,refund
BANK-0508,SET-0508,13459.00,13055.23,INR,2026-08-12,2026-08-14,SETTLED,ambiguous
BANK-0509,SET-0509,13596.00,13518.23,INR,2026-08-13,2026-08-15,SETTLED,unknown_other
BANK-0510,SET-0510,13733.00,13321.01,INR,2026-08-14,2026-08-16,SETTLED,gateway_fee
BANK-0511,SET-0511,13870.00,10402.50,INR,2026-08-15,2026-08-17,SETTLED,refund
BANK-0513,SET-0513,14144.00,13719.68,INR,2026-08-17,2026-08-19,SETTLED,ambiguous
BANK-0514,SET-0514,14281.00,14203.23,INR,2026-08-18,2026-08-20,SETTLED,unknown_other
BANK-0515,SET-0515,14418.00,13985.46,INR,2026-08-19,2026-08-21,SETTLED,gateway_fee
BANK-0516,SET-0516,14555.00,10916.25,INR,2026-08-20,2026-08-22,SETTLED,refund
BANK-0518,SET-0518,14829.00,14384.13,INR,2026-08-22,2026-08-24,SETTLED,ambiguous
BANK-0519,SET-0519,14966.00,14888.23,INR,2026-08-23,2026-08-25,SETTLED,unknown_other
BANK-0520,SET-0520,15103.00,14649.91,INR,2026-08-24,2026-08-26,SETTLED,gateway_fee
BANK-0521,SET-0521,15240.00,11430.00,INR,2026-08-25,2026-08-27,SETTLED,refund
BANK-0523,SET-0523,15514.00,15048.58,INR,2026-08-27,2026-08-29,SETTLED,ambiguous
BANK-0524,SET-0524,15651.00,15573.23,INR,2026-08-28,2026-08-30,SETTLED,unknown_other
BANK-0525,SET-0525,15788.00,15314.36,INR,2026-08-29,2026-08-31,SETTLED,gateway_fee
BANK-0526,SET-0526,15925.00,11943.75,INR,2026-08-30,2026-09-01,SETTLED,refund
BANK-0528,SET-0528,16199.00,15713.03,INR,2026-08-01,2026-08-03,SETTLED,ambiguous
BANK-0529,SET-0529,16336.00,16258.23,INR,2026-08-02,2026-08-04,SETTLED,unknown_other
BANK-0530,SET-0530,16473.00,15978.81,INR,2026-08-03,2026-08-05,SETTLED,gateway_fee
BANK-0531,SET-0531,16610.00,12457.50,INR,2026-08-04,2026-08-06,SETTLED,refund
BANK-0533,SET-0533,16884.00,16377.48,INR,2026-08-06,2026-08-08,SETTLED,ambiguous
BANK-0534,SET-0534,17021.00,16943.23,INR,2026-08-07,2026-08-09,SETTLED,unknown_other
BANK-0535,SET-0535,17158.00,16643.26,INR,2026-08-08,2026-08-10,SETTLED,gateway_fee
BANK-0536,SET-0536,17295.00,12971.25,INR,2026-08-09,2026-08-11,SETTLED,refund
BANK-0538,SET-0538,17569.00,17041.93,INR,2026-08-11,2026-08-13,SETTLED,ambiguous
BANK-0539,SET-0539,17706.00,17628.23,INR,2026-08-12,2026-08-14,SETTLED,unknown_other
BANK-0540,SET-0540,17843.00,17307.71,INR,2026-08-13,2026-08-15,SETTLED,gateway_fee
BANK-0541,SET-0541,17980.00,13485.00,INR,2026-08-14,2026-08-16,SETTLED,refund
BANK-0543,SET-0543,18254.00,17706.38,INR,2026-08-16,2026-08-18,SETTLED,ambiguous
BANK-0544,SET-0544,18391.00,18313.23,INR,2026-08-17,2026-08-19,SETTLED,unknown_other
BANK-0545,SET-0545,18528.00,17972.16,INR,2026-08-18,2026-08-20,SETTLED,gateway_fee
BANK-0546,SET-0546,18665.00,13998.75,INR,2026-08-19,2026-08-21,SETTLED,refund
BANK-0548,SET-0548,18939.00,18370.83,INR,2026-08-21,2026-08-23,SETTLED,ambiguous
BANK-0549,SET-0549,19076.00,18998.23,INR,2026-08-22,2026-08-24,SETTLED,unknown_other
BANK-0550,SET-0550,19213.00,18636.61,INR,2026-08-23,2026-08-25,SETTLED,gateway_fee
BANK-0551,SET-0551,19350.00,14512.50,INR,2026-08-24,2026-08-26,SETTLED,refund
BANK-0553,SET-0553,19624.00,19035.28,INR,2026-08-26,2026-08-28,SETTLED,ambiguous
BANK-0554,SET-0554,19761.00,19683.23,INR,2026-08-27,2026-08-29,SETTLED,unknown_other
BANK-0555,SET-0555,19898.00,19301.06,INR,2026-08-28,2026-08-30,SETTLED,gateway_fee
BANK-0556,SET-0556,1035.00,776.25,INR,2026-08-29,2026-08-31,SETTLED,refund
BANK-0558,SET-0558,1309.00,1269.73,INR,2026-08-31,2026-09-02,SETTLED,ambiguous
BANK-0559,SET-0559,1446.00,1368.23,INR,2026-08-01,2026-08-03,SETTLED,unknown_other
BANK-0560,SET-0560,1583.00,1535.51,INR,2026-08-02,2026-08-04,SETTLED,gateway_fee
BANK-0561,SET-0561,1720.00,1290.00,INR,2026-08-03,2026-08-05,SETTLED,refund
BANK-0563,SET-0563,1994.00,1934.18,INR,2026-08-05,2026-08-07,SETTLED,ambiguous
BANK-0564,SET-0564,2131.00,2053.23,INR,2026-08-06,2026-08-08,SETTLED,unknown_other
BANK-0565,SET-0565,2268.00,2199.96,INR,2026-08-07,2026-08-09,SETTLED,gateway_fee
BANK-0566,SET-0566,2405.00,1803.75,INR,2026-08-08,2026-08-10,SETTLED,refund
BANK-0568,SET-0568,2679.00,2598.63,INR,2026-08-10,2026-08-12,SETTLED,ambiguous
BANK-0569,SET-0569,2816.00,2738.23,INR,2026-08-11,2026-08-13,SETTLED,unknown_other
BANK-0570,SET-0570,2953.00,2864.41,INR,2026-08-12,2026-08-14,SETTLED,gateway_fee
BANK-0571,SET-0571,3090.00,2317.50,INR,2026-08-13,2026-08-15,SETTLED,refund
BANK-0573,SET-0573,3364.00,3263.08,INR,2026-08-15,2026-08-17,SETTLED,ambiguous
BANK-0574,SET-0574,3501.00,3423.23,INR,2026-08-16,2026-08-18,SETTLED,unknown_other
BANK-0575,SET-0575,3638.00,3528.86,INR,2026-08-17,2026-08-19,SETTLED,gateway_fee
BANK-0576,SET-0576,3775.00,2831.25,INR,2026-08-18,2026-08-20,SETTLED,refund
BANK-0578,SET-0578,4049.00,3927.53,INR,2026-08-20,2026-08-22,SETTLED,ambiguous
