transaction_id,invoice_id,amount,currency,date,status,fee,fee_rate,settlement_id,refund_amount,ground_truth_label
PAY-0246,INV-0246,15565.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0246,0.00,clean
PAY-0247,INV-0247,15702.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0247,0.00,clean
PAY-0248,INV-0248,15839.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0248,0.00,clean
PAY-0249,INV-0249,15976.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0249,0.00,clean
PAY-0250,INV-0250,16113.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0250,0.00,clean
PAY-0251,INV-0251,16250.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0251,0.00,clean
PAY-0252,INV-0252,16387.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0252,0.00,clean
PAY-0253,INV-0253,16524.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0253,0.00,clean
PAY-0254,INV-0254,16661.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0254,0.00,clean
PAY-0255,INV-0255,16798.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0255,0.00,clean
PAY-0256,INV-0256,16935.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0256,0.00,clean
PAY-0257,INV-0257,17072.00,INR,2026-08-09,CAPTURED,0.00,0.00,SET-0257,0.00,clean
PAY-0258,INV-0258,17209.00,INR,2026-08-10,CAPTURED,0.00,0.00,SET-0258,0.00,clean
PAY-0259,INV-0259,17346.00,INR,2026-08-11,CAPTURED,0.00,0.00,SET-0259,0.00,clean
PAY-0260,INV-0260,17483.00,INR,2026-08-12,CAPTURED,0.00,0.00,SET-0260,0.00,clean
PAY-0261,INV-0261,17620.00,INR,2026-08-13,CAPTURED,0.00,0.00,SET-0261,0.00,clean
PAY-0262,INV-0262,17757.00,INR,2026-08-14,CAPTURED,0.00,0.00,SET-0262,0.00,clean
PAY-0263,INV-0263,17894.00,INR,2026-08-15,CAPTURED,0.00,0.00,SET-0263,0.00,clean
PAY-0264,INV-0264,18031.00,INR,2026-08-16,CAPTURED,0.00,0.00,SET-0264,0.00,clean
PAY-0265,INV-0265,18168.00,INR,2026-08-17,CAPTURED,0.00,0.00,SET-0265,0.00,clean
PAY-0266,INV-0266,18305.00,INR,2026-08-18,CAPTURED,0.00,0.00,SET-0266,0.00,clean
PAY-0267,INV-0267,18442.00,INR,2026-08-19,CAPTURED,0.00,0.00,SET-0267,0.00,clean
PAY-0268,INV-0268,18579.00,INR,2026-08-20,CAPTURED,0.00,0.00,SET-0268,0.00,clean
PAY-0269,INV-0269,18716.00,INR,2026-08-21,CAPTURED,0.00,0.00,SET-0269,0.00,clean
PAY-0270,INV-0270,18853.00,INR,2026-08-22,CAPTURED,0.00,0.00,SET-0270,0.00,clean
PAY-0271,INV-0271,18990.00,INR,2026-08-23,CAPTURED,0.00,0.00,SET-0271,0.00,clean
PAY-0272,INV-0272,19127.00,INR,2026-08-24,CAPTURED,0.00,0.00,SET-0272,0.00,clean
PAY-0273,INV-0273,19264.00,INR,2026-08-25,CAPTURED,0.00,0.00,SET-0273,0.00,clean
PAY-0274,INV-0274,19401.00,INR,2026-08-26,CAPTURED,0.00,0.00,SET-0274,0.00,clean
PAY-0275,INV-0275,19538.00,INR,2026-08-27,CAPTURED,0.00,0.00,SET-0275,0.00,clean
PAY-0276,INV-0276,19675.00,INR,2026-08-28,CAPTURED,0.00,0.00,SET-0276,0.00,clean
PAY-0277,INV-0277,19812.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0277,0.00,clean
PAY-0278,INV-0278,19949.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0278,0.00,clean
PAY-0279,INV-0279,1086.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0279,0.00,clean
PAY-0280,INV-0280,1223.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0280,0.00,clean
PAY-0281,INV-0281,1360.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0281,0.00,clean
PAY-0282,INV-0282,1497.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0282,0.00,clean
PAY-0283,INV-0283,1634.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0283,0.00,clean
PAY-0284,INV-0284,1771.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0284,0.00,clean
PAY-0285,INV-0285,1908.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0285,0.00,clean
PAY-0286,INV-0286,2045.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0286,0.00,clean
PAY-0287,INV-0287,2182.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0287,0.00,clean
PAY-0288,INV-0288,2319.00,INR,2026-08-09,CAPTURED,0.00,0.00,SET-0288,0.00,clean
PAY-0289,INV-0289,2456.00,INR,2026-08-10,CAPTURED,0.00,0.00,SET-0289,0.00,clean
PAY-0290,INV-0290,2593.00,INR,2026-08-11,CAPTURED,0.00,0.00,SET-0290,0.00,clean
PAY-0291,INV-0291,2730.00,INR,2026-08-12,CAPTURED,0.00,0.00,SET-0291,0.00,clean
PAY-0292,INV-0292,2867.00,INR,2026-08-13,CAPTURED,0.00,0.00,SET-0292,0.00,clean
PAY-0293,INV-0293,3004.00,INR,2026-08-14,CAPTURED,0.00,0.00,SET-0293,0.00,clean
PAY-0294,INV-0294,3141.00,INR,2026-08-15,CAPTURED,0.00,0.00,SET-0294,0.00,clean
PAY-0295,INV-0295,3278.00,INR,2026-08-16,CAPTURED,0.00,0.00,SET-0295,0.00,clean
PAY-0296,INV-0296,3415.00,INR,2026-08-17,CAPTURED,0.00,0.00,SET-0296,0.00,clean
PAY-0297,INV-0297,3552.00,INR,2026-08-18,CAPTURED,0.00,0.00,SET-0297,0.00,clean
PAY-0298,INV-0298,3689.00,INR,2026-08-19,CAPTURED,0.00,0.00,SET-0298,0.00,clean
PAY-0299,INV-0299,3826.00,INR,2026-08-20,CAPTURED,0.00,0.00,SET-0299,0.00,clean
PAY-0300,INV-0300,3963.00,INR,2026-08-21,CAPTURED,0.00,0.00,SET-0300,0.00,clean
PAY-0301,INV-0301,4100.00,INR,2026-08-22,CAPTURED,0.00,0.00,SET-0301,0.00,clean
PAY-0302,INV-0302,4237.00,INR,2026-08-23,CAPTURED,0.00,0.00,SET-0302,0.00,clean
PAY-0303,INV-0303,4374.00,INR,2026-08-24,CAPTURED,0.00,0.00,SET-0303,0.00,clean
PAY-0304,INV-0304,4511.00,INR,2026-08-25,CAPTURED,0.00,0.00,SET-0304,0.00,clean
PAY-0305,INV-0305,4648.00,INR,2026-08-26,CAPTURED,0.00,0.00,SET-0305,0.00,clean
PAY-0306,INV-0306,4785.00,INR,2026-08-27,CAPTURED,0.00,0.00,SET-0306,0.00,clean
PAY-0307,INV-0307,4922.00,INR,2026-08-28,CAPTURED,0.00,0.00,SET-0307,0.00,clean
PAY-0308,INV-0308,5059.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0308,0.00,clean
PAY-0309,INV-0309,5196.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0309,0.00,clean
PAY-0310,INV-0310,5333.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0310,0.00,clean
PAY-0311,INV-0311,5470.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0311,0.00,clean
PAY-0312,INV-0312,5607.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0312,0.00,clean
PAY-0313,INV-0313,5744.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0313,0.00,clean
PAY-0314,INV-0314,5881.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0314,0.00,clean
PAY-0315,INV-0315,6018.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0315,0.00,clean
PAY-0316,INV-0316,6155.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0316,0.00,clean
PAY-0317,INV-0317,6292.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0317,0.00,clean
PAY-0318,INV-0318,6429.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0318,0.00,clean
PAY-0319,INV-0319,6566.00,INR,2026-08-09,CAPTURED,0.00,0.00,SET-0319,0.00,clean
PAY-0320,INV-0320,6703.00,INR,2026-08-10,CAPTURED,0.00,0.00,SET-0320,0.00,clean
PAY-0321,INV-0321,6840.00,INR,2026-08-11,CAPTURED,0.00,0.00,SET-0321,0.00,clean
PAY-0322,INV-0322,6977.00,INR,2026-08-12,CAPTURED,0.00,0.00,SET-0322,0.00,clean
PAY-0323,INV-0323,7114.00,INR,2026-08-13,CAPTURED,0.00,0.00,SET-0323,0.00,clean
PAY-0324,INV-0324,7251.00,INR,2026-08-14,CAPTURED,0.00,0.00,SET-0324,0.00,clean
PAY-0325,INV-0325,7388.00,INR,2026-08-15,CAPTURED,0.00,0.00,SET-0325,0.00,clean
PAY-0326,INV-0326,7525.00,INR,2026-08-16,CAPTURED,0.00,0.00,SET-0326,0.00,clean
PAY-0327,INV-0327,7662.00,INR,2026-08-17,CAPTURED,0.00,0.00,SET-0327,0.00,clean
PAY-0328,INV-0328,7799.00,INR,2026-08-18,CAPTURED,0.00,0.00,SET-0328,0.00,clean
PAY-0329,INV-0329,7936.00,INR,2026-08-19,CAPTURED,0.00,0.00,SET-0329,0.00,clean
PAY-0330,INV-0330,8073.00,INR,2026-08-20,CAPTURED,0.00,0.00,SET-0330,0.00,clean
PAY-0331,INV-0331,8210.00,INR,2026-08-21,CAPTURED,0.00,0.00,SET-0331,0.00,clean
PAY-0332,INV-0332,8347.00,INR,2026-08-22,CAPTURED,0.00,0.00,SET-0332,0.00,clean
PAY-0333,INV-0333,8484.00,INR,2026-08-23,CAPTURED,0.00,0.00,SET-0333,0.00,clean
PAY-0334,INV-0334,8621.00,INR,2026-08-24,CAPTURED,0.00,0.00,SET-0334,0.00,clean
PAY-0335,INV-0335,8758.00,INR,2026-08-25,CAPTURED,0.00,0.00,SET-0335,0.00,clean
PAY-0336,INV-0336,8895.00,INR,2026-08-26,CAPTURED,0.00,0.00,SET-0336,0.00,clean
PAY-0337,INV-0337,9032.00,INR,2026-08-27,CAPTURED,0.00,0.00,SET-0337,0.00,clean
PAY-0338,INV-0338,9169.00,INR,2026-08-28,CAPTURED,0.00,0.00,SET-0338,0.00,clean
PAY-0339,INV-0339,9306.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0339,0.00,clean
PAY-0340,INV-0340,9443.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0340,0.00,clean
PAY-0341,INV-0341,9580.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0341,0.00,clean
PAY-0342,INV-0342,9717.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0342,0.00,clean
PAY-0343,INV-0343,9854.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0343,0.00,clean
PAY-0344,INV-0344,9991.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0344,0.00,clean
PAY-0345,INV-0345,10128.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0345,0.00,clean
PAY-0346,INV-0346,10265.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0346,0.00,clean
PAY-0347,INV-0347,10402.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0347,0.00,clean
PAY-0348,INV-0348,10539.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0348,0.00,clean
PAY-0349,INV-0349,10676.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0349,0.00,clean
PAY-0350,INV-0350,10813.00,INR,2026-08-09,CAPTURED,0.00,0.00,SET-0350,0.00,clean
PAY-0351,INV-0351,10950.00,INR,2026-08-10,CAPTURED,0.00,0.00,SET-0351,0.00,clean
PAY-0352,INV-0352,11087.00,INR,2026-08-11,CAPTURED,0.00,0.00,SET-0352,0.00,clean
PAY-0353,INV-0353,11224.00,INR,2026-08-12,CAPTURED,0.00,0.00,SET-0353,0.00,clean
PAY-0354,INV-0354,11361.00,INR,2026-08-13,CAPTURED,0.00,0.00,SET-0354,0.00,clean
PAY-0355,INV-0355,11498.00,INR,2026-08-14,CAPTURED,0.00,0.00,SET-0355,0.00,clean
PAY-0356,INV-0356,11635.00,INR,2026-08-15,CAPTURED,0.00,0.00,SET-0356,0.00,clean
PAY-0357,INV-0357,11772.00,INR,2026-08-16,CAPTURED,0.00,0.00,SET-0357,0.00,clean
PAY-0358,INV-0358,11909.00,INR,2026-08-17,CAPTURED,0.00,0.00,SET-0358,0.00,clean
PAY-0359,INV-0359,12046.00,INR,2026-08-18,CAPTURED,0.00,0.00,SET-0359,0.00,clean
PAY-0360,INV-0360,12183.00,INR,2026-08-19,CAPTURED,0.00,0.00,SET-0360,0.00,clean
PAY-0361,INV-0361,12320.00,INR,2026-08-20,CAPTURED,0.00,0.00,SET-0361,0.00,clean
PAY-0362,INV-0362,12457.00,INR,2026-08-21,CAPTURED,0.00,0.00,SET-0362,0.00,clean
PAY-0363,INV-0363,12594.00,INR,2026-08-22,CAPTURED,0.00,0.00,SET-0363,0.00,clean
PAY-0364,INV-0364,12731.00,INR,2026-08-23,CAPTURED,0.00,0.00,SET-0364,0.00,clean
PAY-0365,INV-0365,12868.00,INR,2026-08-24,CAPTURED,0.00,0.00,SET-0365,0.00,clean
PAY-0366,INV-0366,13005.00,INR,2026-08-25,CAPTURED,0.00,0.00,SET-0366,0.00,clean
PAY-0367,INV-0367,13142.00,INR,2026-08-26,CAPTURED,0.00,0.00,SET-0367,0.00,clean
PAY-0368,INV-0368,13279.00,INR,2026-08-27,CAPTURED,0.00,0.00,SET-0368,0.00,clean
PAY-0369,INV-0369,13416.00,INR,2026-08-28,CAPTURED,0.00,0.00,SET-0369,0.00,clean
PAY-0370,INV-0370,13553.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0370,0.00,clean
PAY-0371,INV-0371,13690.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0371,0.00,clean
PAY-0372,INV-0372,13827.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0372,0.00,clean
PAY-0373,INV-0373,13964.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0373,0.00,clean
PAY-0374,INV-0374,14101.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0374,0.00,clean
PAY-0375,INV-0375,14238.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0375,0.00,clean
PAY-0376,INV-0376,14375.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0376,0.00,clean
PAY-0377,INV-0377,14512.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0377,0.00,clean
PAY-0378,INV-0378,14649.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0378,0.00,clean
PAY-0379,INV-0379,14786.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0379,0.00,clean
PAY-0380,INV-0380,14923.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0380,0.00,clean
PAY-0381,INV-0381,15060.00,INR,2026-08-09,CAPTURED,0.00,0.00,SET-0381,0.00,clean
PAY-0382,INV-0382,15197.00,INR,2026-08-10,CAPTURED,0.00,0.00,SET-0382,0.00,clean
PAY-0383,INV-0383,15334.00,INR,2026-08-11,CAPTURED,0.00,0.00,SET-0383,0.00,clean
PAY-0384,INV-0384,15471.00,INR,2026-08-12,CAPTURED,0.00,0.00,SET-0384,0.00,clean
PAY-0385,INV-0385,15608.00,INR,2026-08-13,CAPTURED,0.00,0.00,SET-0385,0.00,clean
PAY-0386,INV-0386,15745.00,INR,2026-08-14,CAPTURED,0.00,0.00,SET-0386,0.00,clean
PAY-0387,INV-0387,15882.00,INR,2026-08-15,CAPTURED,0.00,0.00,SET-0387,0.00,clean
PAY-0388,INV-0388,16019.00,INR,2026-08-16,CAPTURED,0.00,0.00,SET-0388,0.00,clean
PAY-0389,INV-0389,16156.00,INR,2026-08-17,CAPTURED,0.00,0.00,SET-0389,0.00,clean
PAY-0390,INV-0390,16293.00,INR,2026-08-18,CAPTURED,0.00,0.00,SET-0390,0.00,clean
PAY-0391,INV-0391,16430.00,INR,2026-08-19,CAPTURED,0.00,0.00,SET-0391,0.00,clean
PAY-0392,INV-0392,16567.00,INR,2026-08-20,CAPTURED,0.00,0.00,SET-0392,0.00,clean
PAY-0393,INV-0393,16704.00,INR,2026-08-21,CAPTURED,0.00,0.00,SET-0393,0.00,clean
PAY-0394,INV-0394,16841.00,INR,2026-08-22,CAPTURED,0.00,0.00,SET-0394,0.00,clean
PAY-0395,INV-0395,16978.00,INR,2026-08-23,CAPTURED,0.00,0.00,SET-0395,0.00,clean
PAY-0396,INV-0396,17115.00,INR,2026-08-24,CAPTURED,0.00,0.00,SET-0396,0.00,clean
PAY-0397,INV-0397,17252.00,INR,2026-08-25,CAPTURED,0.00,0.00,SET-0397,0.00,clean
PAY-0398,INV-0398,17389.00,INR,2026-08-26,CAPTURED,0.00,0.00,SET-0398,0.00,clean
PAY-0399,INV-0399,17526.00,INR,2026-08-27,CAPTURED,0.00,0.00,SET-0399,0.00,clean
PAY-0400,INV-0400,17663.00,INR,2026-08-28,CAPTURED,0.00,0.00,SET-0400,0.00,clean
PAY-0401,INV-0401,17800.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0401,0.00,clean
PAY-0402,INV-0402,17937.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0402,0.00,clean
PAY-0403,INV-0403,18074.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0403,0.00,clean
PAY-0404,INV-0404,18211.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0404,0.00,clean
PAY-0405,INV-0405,18348.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0405,0.00,clean
PAY-0406,INV-0406,18485.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0406,0.00,clean
PAY-0407,INV-0407,18622.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0407,0.00,clean
PAY-0408,INV-0408,18759.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0408,0.00,clean
PAY-0409,INV-0409,18896.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0409,0.00,clean
PAY-0410,INV-0410,19033.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0410,0.00,clean
PAY-0411,INV-0411,19170.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0411,0.00,clean
PAY-0412,INV-0412,19307.00,INR,2026-08-09,CAPTURED,0.00,0.00,SET-0412,0.00,clean
PAY-0413,INV-0413,19444.00,INR,2026-08-10,CAPTURED,0.00,0.00,SET-0413,0.00,clean
PAY-0414,INV-0414,19581.00,INR,2026-08-11,CAPTURED,0.00,0.00,SET-0414,0.00,clean
PAY-0415,INV-0415,19718.00,INR,2026-08-12,CAPTURED,0.00,0.00,SET-0415,0.00,clean
PAY-0416,INV-0416,19855.00,INR,2026-08-13,CAPTURED,0.00,0.00,SET-0416,0.00,clean
PAY-0417,INV-0417,19992.00,INR,2026-08-14,CAPTURED,0.00,0.00,SET-0417,0.00,clean
PAY-0418,INV-0418,1129.00,INR,2026-08-15,CAPTURED,0.00,0.00,SET-0418,0.00,clean
PAY-0419,INV-0419,1266.00,INR,2026-08-16,CAPTURED,0.00,0.00,SET-0419,0.00,clean
PAY-0420,INV-0420,1403.00,INR,2026-08-17,CAPTURED,0.00,0.00,SET-0420,0.00,clean
PAY-0421,INV-0421,1540.00,INR,2026-08-18,CAPTURED,0.00,0.00,SET-0421,0.00,clean
PAY-0422,INV-0422,1677.00,INR,2026-08-19,CAPTURED,0.00,0.00,SET-0422,0.00,clean
PAY-0423,INV-0423,1814.00,INR,2026-08-20,CAPTURED,0.00,0.00,SET-0423,0.00,clean
PAY-0424,INV-0424,1951.00,INR,2026-08-21,CAPTURED,0.00,0.00,SET-0424,0.00,clean
PAY-0425,INV-0425,2088.00,INR,2026-08-22,CAPTURED,0.00,0.00,SET-0425,0.00,clean
PAY-0426,INV-0426,2225.00,INR,2026-08-23,CAPTURED,0.00,0.00,SET-0426,0.00,clean
PAY-0427,INV-0427,2362.00,INR,2026-08-24,CAPTURED,0.00,0.00,SET-0427,0.00,clean
PAY-0428,INV-0428,2499.00,INR,2026-08-25,CAPTURED,0.00,0.00,SET-0428,0.00,clean
PAY-0429,INV-0429,2636.00,INR,2026-08-26,CAPTURED,0.00,0.00,SET-0429,0.00,clean
PAY-0430,INV-0430,2773.00,INR,2026-08-27,CAPTURED,0.00,0.00,SET-0430,0.00,clean
PAY-0431,INV-0431,2910.00,INR,2026-08-28,CAPTURED,0.00,0.00,SET-0431,0.00,clean
PAY-0432,INV-0432,3047.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0432,0.00,clean
PAY-0433,INV-0433,3184.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0433,0.00,clean
PAY-0434,INV-0434,3321.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0434,0.00,clean
PAY-0435,INV-0435,3458.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0435,0.00,clean
PAY-0436,INV-0436,3595.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0436,0.00,clean
PAY-0437,INV-0437,3732.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0437,0.00,clean
PAY-0438,INV-0438,3869.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0438,0.00,clean
PAY-0439,INV-0439,4006.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0439,0.00,clean
PAY-0440,INV-0440,4143.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0440,0.00,clean
PAY-0441,INV-0441,4280.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0441,0.00,clean
PAY-0442,INV-0442,4417.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0442,0.00,clean
PAY-0443,INV-0443,4554.00,INR,2026-08-09,CAPTURED,0.00,0.00,SET-0443,0.00,clean
PAY-0444,INV-0444,4691.00,INR,2026-08-10,CAPTURED,0.00,0.00,SET-0444,0.00,clean
PAY-0445,INV-0445,4828.00,INR,2026-08-11,CAPTURED,0.00,0.00,SET-0445,0.00,clean
PAY-0446,INV-0446,4965.00,INR,2026-08-12,CAPTURED,0.00,0.00,SET-0446,0.00,clean
PAY-0447,INV-0447,5102.00,INR,2026-08-13,CAPTURED,0.00,0.00,SET-0447,0.00,clean
PAY-0448,INV-0448,5239.00,INR,2026-08-14,CAPTURED,0.00,0.00,SET-0448,0.00,clean
PAY-0449,INV-0449,5376.00,INR,2026-08-15,CAPTURED,0.00,0.00,SET-0449,0.00,clean
PAY-0450,INV-0450,5513.00,INR,2026-08-16,CAPTURED,0.00,0.00,SET-0450,0.00,clean
PAY-0451,INV-0451,5650.00,INR,2026-08-17,CAPTURED,0.00,0.00,SET-0451,0.00,clean
PAY-0452,INV-0452,5787.00,INR,2026-08-18,CAPTURED,0.00,0.00,SET-0452,0.00,clean
PAY-0453,INV-0453,5924.00,INR,2026-08-19,CAPTURED,0.00,0.00,SET-0453,0.00,clean
PAY-0454,INV-0454,6061.00,INR,2026-08-20,CAPTURED,0.00,0.00,SET-0454,0.00,clean
PAY-0455,INV-0455,6198.00,INR,2026-08-21,CAPTURED,0.00,0.00,SET-0455,0.00,clean
PAY-0456,INV-0456,6335.00,INR,2026-08-22,CAPTURED,0.00,0.00,SET-0456,0.00,clean
PAY-0457,INV-0457,6472.00,INR,2026-08-23,CAPTURED,0.00,0.00,SET-0457,0.00,clean
PAY-0458,INV-0458,6609.00,INR,2026-08-24,CAPTURED,0.00,0.00,SET-0458,0.00,clean
PAY-0459,INV-0459,6746.00,INR,2026-08-25,CAPTURED,0.00,0.00,SET-0459,0.00,clean
PAY-0460,INV-0460,6883.00,INR,2026-08-26,CAPTURED,0.00,0.00,SET-0460,0.00,clean
PAY-0461,INV-0461,7020.00,INR,2026-08-27,CAPTURED,0.00,0.00,SET-0461,0.00,clean
PAY-0462,INV-0462,7157.00,INR,2026-08-28,CAPTURED,0.00,0.00,SET-0462,0.00,clean
PAY-0463,INV-0463,7294.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0463,0.00,clean
PAY-0464,INV-0464,7431.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0464,0.00,clean
PAY-0465,INV-0465,7568.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0465,0.00,clean
PAY-0466,INV-0466,7705.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0466,0.00,clean
PAY-0467,INV-0467,7842.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0467,0.00,clean
PAY-0468,INV-0468,7979.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0468,0.00,clean
PAY-0469,INV-0469,8116.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0469,0.00,clean
PAY-0470,INV-0470,8253.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0470,0.00,clean
PAY-0471,INV-0471,8390.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0471,0.00,clean
PAY-0472,INV-0472,8527.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0472,0.00,clean
PAY-0473,INV-0473,8664.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0473,0.00,clean
PAY-0474,INV-0474,8801.00,INR,2026-08-09,CAPTURED,0.00,0.00,SET-0474,0.00,clean
PAY-0475,INV-0475,8938.00,INR,2026-08-10,CAPTURED,0.00,0.00,SET-0475,0.00,clean
PAY-0476,INV-0476,9075.00,INR,2026-08-11,CAPTURED,0.00,0.00,SET-0476,0.00,clean
PAY-0477,INV-0477,9212.00,INR,2026-08-12,CAPTURED,0.00,0.00,SET-0477,0.00,clean
PAY-0478,INV-0478,9349.00,INR,2026-08-13,CAPTURED,0.00,0.00,SET-0478,0.00,clean
PAY-0479,INV-0479,9486.00,INR,2026-08-14,CAPTURED,0.00,0.00,SET-0479,0.00,clean
PAY-0480,INV-0480,9623.00,INR,2026-08-15,CAPTURED,0.00,0.00,SET-0480,0.00,clean
PAY-0481,INV-0481,9760.00,INR,2026-08-16,CAPTURED,0.00,0.00,SET-0481,0.00,clean
PAY-0482,INV-0482,9897.00,INR,2026-08-17,CAPTURED,0.00,0.00,SET-0482,0.00,clean
PAY-0483,INV-0483,10034.00,INR,2026-08-18,CAPTURED,0.00,0.00,SET-0483,0.00,clean
PAY-0484,INV-0484,10171.00,INR,2026-08-19,CAPTURED,0.00,0.00,SET-0484,0.00,clean
PAY-0485,INV-0485,10308.00,INR,2026-08-20,CAPTURED,0.00,0.00,SET-0485,0.00,clean
PAY-0486,INV-0486,10445.00,INR,2026-08-21,CAPTURED,0.00,0.00,SET-0486,0.00,clean
PAY-0487,INV-0487,10582.00,INR,2026-08-22,CAPTURED,0.00,0.00,SET-0487,0.00,clean
PAY-0488,INV-0488,10719.00,INR,2026-08-23,CAPTURED,0.00,0.00,SET-0488,0.00,clean
PAY-0489,INV-0489,10856.00,INR,2026-08-24,CAPTURED,0.00,0.00,SET-0489,0.00,clean
PAY-0490,INV-0490,10993.00,INR,2026-08-25,CAPTURED,0.00,0.00,SET-0490,0.00,clean
PAY-0491,INV-0491,11130.00,INR,2026-08-26,CAPTURED,0.00,0.00,SET-0491,0.00,clean
PAY-0492,INV-0492,11267.00,INR,2026-08-27,CAPTURED,0.00,0.00,SET-0492,0.00,clean
PAY-0493,INV-0493,11404.00,INR,2026-08-28,CAPTURED,0.00,0.00,SET-0493,0.00,clean
PAY-0494,INV-0494,11541.00,INR,2026-08-29,CAPTURED,0.00,0.00,SET-0494,0.00,clean
